Visa Rank	Employer	H1B LCA(2017-2019) (Denied, Withdrawn/Total)	Green Card LC(2017-2019)  (Denied, Withdrawn/Total)
3777	42364	Empower Micro Systems, Inc.	0/3	-
3778	42364	Club Speed, Inc.	0/3	-
3779	42364	Bombay Cafe, Inc.	1/2	0/1
3780	42364	Advanced Data Systems	0/3	-
3781	42364	Kyochon Usa, Inc.	0/2	0/1
3782	42364	Anham Usa, Inc.	0/2	1/1
3783	42364	Ehana Llc	0/1	2/2
3784	42364	Farragut Systems, Inc.	0/2	0/1
3785	42364	Mindfire Internet Solutions, Inc	0/3	-
3786	42364	Prodea Systems, Inc.	0/3	-
3787	42364	Kabuto Inc.	-	0/3
3788	42364	Srilu Information Systems Inc.	0/2	0/1
3789	42364	Applied Software, Inc.	0/3	-
3790	42364	Sushi Boy, Inc.	-	0/3
3791	42364	Dm Services, Inc.	0/2	0/1
3792	42364	Korea House Restaurant, Inc.	-	1/3
3793	42364	Netser Computer International Inc	0/2	0/1
3794	42364	Volusion, Inc.	0/1	0/2
3795	42364	Fedbid, Inc.	1/3	-
3796	42364	National Computer Systems	-	0/3
3797	42364	Vest Inc	0/3	-
3798	42364	Integrated Systems Management, Inc.	0/3	-
3799	42364	Carevoyant, Inc.	0/3	-
3800	42364	Vidhwan Inc. Dba E-Solutions	-	0/3
3801	42364	Radinnova, Inc.	0/3	-
3802	42364	Macedon Consulting, Inc.	0/1	0/2
3803	42364	Nodus Technologies, Inc.	0/2	0/1
3804	42364	Ace Software Solutions, Inc.	0/3	-
3805	42364	Rockstar New England	-	0/3
3806	42364	Amsal Inc D/B/A Tech Chiefs Group	0/2	0/1
3807	42364	Zachary Piper Llc	1/3	-
3808	42364	Professionals Llc	0/3	-
3809	42364	Enterprise Consulting Services Inc.	-	0/3
3810	42364	Red Maple Chinese Restaurant	-	0/3
3811	42364	Decision Ready Solutions, Inc.	0/1	0/2
3812	42364	Photobooks, Inc.	0/2	0/1
3813	42364	Glenwood Systems, Llc	0/3	-
3814	42364	Thinkinternational Llc	-	0/3
3815	42364	Microsolve Consulting, Inc.	0/2	1/1
3816	42364	Crgt Inc.	0/2	1/1
3817	42364	Striiv, Inc.	0/3	-
3818	42364	Kutir Corporation	0/3	-
3819	42364	Jkp Investment Corp	-	0/3
3820	42364	My Tech Us, Llc	0/3	-
3821	42364	Horizon Industries, Limited	0/3	-
3822	42364	Wayforward Technologies	1/3	-
3823	42364	Coremedia	0/3	-
3824	42364	Clearavenue Llc	0/2	0/1
3825	42364	Sprint Nextel Corporation	-	1/3
3826	42364	Meridium, Inc.	0/2	0/1
3827	42364	Fadel Partners, Inc.	0/2	0/1
3828	42364	Beach Head, Inc.	0/2	0/1
3829	42364	Gamevil Usa Inc	0/1	0/2
3830	42364	Ldiscovery, Llc	0/3	-
3831	42364	Piazza Technologies, Inc.	0/2	0/1
3832	42364	Balti International, Inc.	0/1	0/2
3833	42364	Compware Technologies	0/2	0/1
3834	42364	Synergy Systems & Services, Inc.	0/2	0/1
3835	42364	Aruba Networks, Inc.	-	3/3
3836	42364	Mresult Corporation	0/3	-
3837	42364	Mlogica Inc.	1/3	-
3838	42364	Bodhtree Solutions,Inc	0/3	-
3839	42364	Tera Technologies, Inc.	1/3	-
3840	42364	Pinnacle Entertainment, Inc.	2/3	-
3841	42364	Nasco, Llc	-	0/3
3842	42364	Itnovasys, Inc.	0/3	-
3843	42364	Adroit Business Solutions Inc.	0/3	-
3844	42364	Dpm Consulting Services, Inc.	0/3	-
3845	42364	Iopex Technologies, Inc.	0/3	-
3846	42364	Digitalsmiths Corporation	0/2	0/1
3847	42364	Instamed Communications Llc	0/2	0/1
3848	42364	Avant-Garde Consulting Services, Inc.	1/3	-
3849	42364	Sum-Tech, Inc.	0/3	-
3850	42364	Fischer International Identity, Llc	0/3	-
3851	42364	Netsemantics Inc.	0/3	-
3852	42364	Icann	-	0/3
3853	42364	Hub City Media Inc.	0/3	-
3854	42364	The Tri-Com Consulting Group, L.Lc.	0/3	-
3855	42364	Axis Technology, Llc	0/2	0/1
3856	42364	Riverside Technical Services Inc.	0/1	0/2
3857	42364	Uxc Eclipse Usa Inc.	0/3	-
3858	42364	Harris Local Government Solutions, Inc	0/2	0/1
3859	42364	Sony Computer Entertainment America Llc	1/3	-
3860	42364	Edgewater Technology - Ranzal, Inc.	1/3	-
3861	42364	Techieindex, Inc.	2/3	-
3862	42364	Insyte Llc	0/2	0/1
3863	42364	Tpa Benefits Inc.	0/3	-
3864	42364	Ebisu Enterprise Inc.	0/2	0/1
3865	42364	Solutionsiq	0/3	-
3866	42364	Isphere Innovation Partners, Llc	0/2	0/1
3867	42364	Sophisticated Systems, Inc.	0/3	-
3868	42364	Infinity Software Development, Inc.	0/3	-
3869	42364	Eureka Technocrats, Inc.	1/3	-
3870	42364	Siam River Thai And Japanese, Inc.	0/2	0/1
3871	42364	Satmetrix Systems, Inc.	0/3	-
3872	42364	Akshar Donut Corporation	1/3	-
3873	42364	Labyrinth Solutions, Inc.	0/3	-
3874	42364	Bitalign, Inc., Dba Grio	1/3	-
3875	42364	Dakota Consulting, Incorporated	-	0/3
3876	42364	Take Sushi, Inc.	-	1/3
3877	42364	Comtech, Llc	0/3	-
3878	42364	Informatica Corporation	2/2	1/1
3879	42364	Dehin Systems Inc.	0/3	-
3880	42364	Digital Management Inc.	0/1	0/2
3881	42364	Big Red Button Entertainment, Inc.	1/3	-
3882	42364	Technology Software Inc	0/3	-
3883	42364	Mistral Solutions, Inc	-	0/3
3884	42364	Maxis Group, Inc.	-	1/3
3885	42364	Good Technology Corporation	-	1/3
3886	42364	Smx Services & Consulting, Inc	0/1	0/2
3887	42364	Absolute Global Integration Corp.	-	0/3
3888	42364	Zenergy Technologies	0/2	0/1
3889	42364	Darsh Consultancy Services Llc	1/3	-
3890	42364	Profisee Group, Inc.	1/3	-
3891	42364	Kamakura Corporation A Delaware Corporation	0/2	0/1
3892	42364	Gravitas Technology Services, Llc	2/3	-
3893	42364	Kimpton Hotel And Restaurant Group, Llc	0/2	0/1
3894	42364	En Masse Entertainment Inc.	-	1/3
3895	42364	Eze Castle Integration, Inc.	0/3	-
3896	42364	Trizetto Corporation	-	0/3
3897	42364	Crisp Media, Inc.	0/2	0/1
3898	42364	Wrapido Corporation	0/2	0/1
3899	42364	Wicresoft North America	-	0/3
3900	42364	Web-Tech Solutions, Inc.	1/3	-
3901	42364	Technosphere Inc.	1/3	-
3902	42364	Red Storm Entertainment	0/2	0/1
3903	42364	Paragon Consulting Inc.	0/2	0/1
3904	42364	Lakhani Hospitality, Inc.	0/1	0/2
3905	42364	Yv Technologies Inc	2/3	-
3906	42364	Xfi Corporation	0/2	0/1
3907	42364	Radi Tech	0/2	1/1
3908	42364	Actium Consulting Inc.	0/1	0/2
3909	42364	Rpost Us, Inc.	1/3	-
3910	42364	Sanbeans	-	1/3
3911	42364	Connectivity Wireless, Inc.	0/3	-
3912	42364	Telcordia Technologies, Inc.	0/3	-
3913	42364	Exacta Corporation	0/2	0/1
3914	42364	Istonish, Inc.	1/2	0/1
3915	42364	Ei Systems Corp.	-	0/3
3916	42364	Namtra Business Solutions, Inc	0/3	-
3917	42364	Nvish Solutions Inc.	0/2	0/1
3918	42364	Brighterion, Inc.	-	2/3
3919	42364	Mifi Systems Inc	0/3	-
3920	42364	Strategic Resource Partners, Inc.	2/3	-
3921	42364	Liberty Consulting And Management Services	1/3	-
3922	42364	Fourans Llc	0/3	-
3923	42364	Intupoint Inc. Dba Pointel	-	0/3
3924	42364	Miracle Systems Llc	0/3	-
3925	42364	Freedom Scientific Blv Group Llc	0/1	0/2
3926	42364	Technology People Inc	1/2	0/1
3927	42364	Bittorrent, Inc.	0/1	0/2
3928	56066	Ancile Solutions, Inc.	0/1	0/1
3929	56066	Horizon Solutions Llc	0/2	-
3930	56066	Jaypar Inc	-	1/2
3931	56066	Itlogica, Inc.	0/2	-
3932	56066	Hima, Inc	0/1	0/1
3933	56066	Asap Solutions Group, L.L.C.	-	0/2
3934	56066	System Flux, Inc.	1/2	-
3935	56066	Platphorm, Llc	1/2	-
3936	56066	Global Micro Solutions Inc.	0/1	0/1
3937	56066	Estenda Solutions, Inc.	1/2	-
3938	56066	Magic Micro Computers, Inc.	0/1	0/1
3939	56066	Sdk Tech Corporation	0/2	-
3940	56066	Lucky Bamboo Chinese Restaurant	-	2/2
3941	56066	Fazal Development Network Inc. (Dba) Subway Restau	0/1	0/1
3942	56066	Relay 2 Inc	0/1	0/1
3943	56066	Pieran Llc	1/2	-
3944	56066	Dominion Voting Systems, Inc.	0/2	-
3945	56066	Graphics Microsystems, Inc.	0/2	-
3946	56066	Seascape Consulting Llc	0/2	-
3947	56066	Carousel Industries Of North America, Inc.	0/2	-
3948	56066	Itrays Inc.	0/2	-
3949	56066	Canam, Inc.	0/2	-
3950	56066	Infinio Systems	-	0/2
3951	56066	Appro Technology Inc.	0/2	-
3952	56066	Wizard Systems, Inc.	0/2	-
3953	56066	Tandoori Taste Of India, Inc.	0/2	-
3954	56066	New York Global Consultants Corp.	-	1/2
3955	56066	Scm Data, Inc	0/2	-
3956	56066	Ces Computer Solutions, Inc	0/2	-
3957	56066	Reel Inn Corporation	-	1/2
3958	56066	Abp Corporation D/B/A Au Bon Pain	-	0/2
3959	56066	Columbus It Partner Usa, Inc.	-	0/2
3960	56066	Axiom Group, Llc	0/2	-
3961	56066	Id Analytics, Inc.	0/2	-
3962	56066	Pr3 Systems, Inc.	0/1	0/1
3963	56066	Riya Hospitality, Llc	0/2	-
3964	56066	Ramsoft Systems, Inc.	0/2	-
3965	56066	Equal-Plus, Inc.	0/1	0/1
3966	56066	Nevada Kanko Service Inc.	-	0/2
3967	56066	Market Data Services Limited	0/1	0/1
3968	56066	Cohesion, Inc	0/2	-
3969	56066	Isi-Dentsu Of America, Inc.	-	0/2
3970	56066	Technosai Global Solutions Llc	0/2	-
3971	56066	Thai Bistro	-	0/2
3972	56066	Cloudmark, Inc.	0/1	1/1
3973	56066	Interactive Business Services Inc	-	1/2
3974	56066	Magnum Infotech Inc.	0/2	-
3975	56066	Farata Systems Llc	0/2	-
3976	56066	Cactus River, Inc.	0/2	-
3977	56066	Engenius Consulting Group, Inc.	0/2	-
3978	56066	Silicus Technologies, Inc.	-	1/2
3979	56066	Northwest Data Solutions Llc	0/1	1/1
3980	56066	Technical Information & Professional Solutions, In	-	1/2
3981	56066	Computech Systems, Inc.	-	2/2
3982	56066	Magna Systems International, Inc.	0/2	-
3983	56066	Juice, Incorporated	0/2	-
3984	56066	On-Net Surveillance Systems, Inc.	0/2	-
3985	56066	Networkfleet, Inc.	0/2	-
3986	56066	Tpg Consulting Llc	0/2	-
3987	56066	Burst.It, Llc	0/2	-
3988	56066	Epoch Solutions, Inc	0/2	-
3989	56066	Team Financial Management Systems, Inc.	0/1	0/1
3990	56066	Savana, Inc.	0/2	-
3991	56066	Cogent Techsol Llc	0/2	-
3992	56066	Aristotle International, Inc.	0/2	-
3993	56066	Lemko Corporation	0/2	-
3994	56066	Galindo Consulting Group, Inc.	0/2	-
3995	56066	Acqualina Management Llc	0/2	-
3996	56066	New Iron Group, Inc.	0/2	-
3997	56066	The Everest Llc Cuisine Of The Himalaya	-	0/2
3998	56066	Fresco Logic Inc.	0/1	0/1
3999	56066	Xenosoft Technologies, Inc	-	2/2
4000	56066	Logiclink, Inc.	0/2	-
4001	56066	Intelligent Capital Network, Inc.	0/1	0/1
4002	56066	Irdeto Usa, Inc.	0/2	-
4003	56066	Radgov Inc	0/2	-
4004	56066	Synectic Software Solutions, Inc.	0/1	1/1
4005	56066	Global American Staffing, Inc.	-	1/2
4006	56066	Mcr Investment Corporation	0/2	-
4007	56066	Beancube, Inc.	-	0/2
4008	56066	Accupoint Llc	0/1	0/1
4009	56066	Platfora, Inc.	-	1/2
4010	56066	Net Solutions North America	0/2	-
4011	56066	A Modo Mio Inc.	0/2	-
4012	56066	Sertifi, Inc.	0/2	-
4013	56066	Infina Connect Healthcare Systems, Inc	0/2	-
4014	56066	Automatic Data Processing, Inc.	-	2/2
4015	56066	Sylvan Corporation	0/2	-
4016	56066	Shopkeep.Com Inc.	0/2	-
4017	56066	Paranet Solutions, Llc	0/2	-
4018	56066	Ideas Enterprises	-	0/2
4019	56066	Wincere Inc.	0/2	-
4020	56066	Caspio, Inc.	0/1	1/1
4021	56066	Bloomberg Polarlake Usa Llc	0/1	0/1
4022	56066	Macrospect Inc	0/2	-
4023	56066	Winshuttle, Llc	0/2	-
4024	56066	Ziebel U.S. Inc.	0/2	-
4025	56066	Love Boat Group Inc.	-	0/2
4026	56066	Ace Communications Corp.	0/2	-
4027	56066	Electro-Tech Services, Inc.	-	0/2
4028	56066	Espoc, Inc.	0/2	-
4029	56066	Bestkey Solutions, Inc.	0/1	1/1
4030	56066	Praeses Llc	0/2	-
4031	56066	August Ninth Analyses, Inc.	0/2	-
4032	56066	Repeat Consultants, Llc	0/1	1/1
4033	56066	Systems Valet, Inc	0/2	-
4034	56066	Aquinas Consulting	0/2	-
4035	56066	Biodigital, Inc.	0/2	-
4036	56066	Customcall Data Systems, Inc.	1/2	-
4037	56066	Architecture Integration Management Inc.	0/2	-
4038	56066	Global Tunnels Limited Company	0/2	-
4039	56066	Edupoint Educational Systems, Llc	0/2	-
4040	56066	Igate Technologies Inc.	-	0/2
4041	56066	Duos Technologies, Inc.	-	1/2
4042	56066	Yashi Consulting Inc	0/2	-
4043	56066	Easyaum, Inc.	0/2	-
4044	56066	Metamation, Inc.	0/2	-
4045	56066	Just Games Interactive Entertainment, Llc	0/2	-
4046	56066	Advanced Digital Broadcast, Inc.	0/1	1/1
4047	56066	Quixey, Inc.	0/2	-
4048	56066	Teamsoft, Inc.	-	0/2
4049	56066	Gta Americas Llc	0/2	-
4050	56066	Inj Software Solutions Llc	0/1	1/1
4051	56066	Li's Chiam, Inc.	-	0/2
4052	56066	Nextec Operating Corp.	1/1	0/1
4053	56066	Grandeur Management Inc	-	1/2
4054	56066	Software Integration Services, Inc.	0/1	1/1
4055	56066	Virani Inc.	1/2	-
4056	56066	Nangate, Inc.	0/2	-
4057	56066	Chontong Llc	-	0/2
4058	56066	Cygate Software & Consulting Llc	0/2	-
4059	56066	Cyberobject Corporation	0/2	-
4060	56066	Mindwave Solutions Incorporated	-	0/2
4061	56066	Srvr, Llc	0/1	1/1
4062	56066	Noetix Corporation	0/2	-
4063	56066	Jtb Americas, Ltd.	-	0/2
4064	56066	Dlathe Llc	0/1	1/1
4065	56066	Hudson Valley Systems Solutions, Inc.	0/2	-
4066	56066	Navisite, Inc.	2/2	-
4067	56066	Haruno Japanese Sushi Bar & Grill	-	1/2
4068	56066	Vizuall, Inc.	0/2	-
4069	56066	Mh Consulting Llc	0/2	-
4070	56066	Infobean, Inc.	0/2	-
4071	56066	Falconstor, Inc.	0/2	-
4072	56066	Ampush Media, Inc.	0/2	-
4073	56066	Impact Innovations Systems, Inc.	0/2	-
4074	56066	Sathram Corporation	0/2	-
4075	56066	Ap's Kani, Inc.	-	0/2
4076	56066	Cornetta's Restaurant, Inc.	0/2	-
4077	56066	Streamingedge, Inc.	0/2	-
4078	56066	110 Water Street Series 274 Llc	-	0/2
4079	56066	Newgen Technologies, Inc.	0/2	-
4080	56066	Ye Li Investment, Inc.	-	0/2
4081	56066	Jys Solutions Inc	0/2	-
4082	56066	Bombay Club, Inc.	0/1	1/1
4083	56066	Affiliated Computer Services, Inc.	-	2/2
4084	56066	Eveo, Inc.	1/1	0/1
4085	56066	Skm Systems Analysis, Inc.	0/2	-
4086	56066	Computer Resource Solutions	1/2	-
4087	56066	Ilab, Llc	0/2	-
4088	56066	Echelon Studios, Inc.	0/1	0/1
4089	56066	Coleman Technologies, Inc.	0/2	-
4090	56066	Sicom Systems, Inc	0/2	-
4091	56066	Computer Technology Solutions, Inc.	0/2	-
4092	56066	Life Alert Emergency Response, Inc.	0/1	0/1
4093	56066	Advanced Logistics, Llc	0/1	0/1
4094	56066	Zignage Llc	0/2	-
4095	56066	Complete Professional Services	0/2	-
4096	56066	Nexera Solutions Llc	0/2	-
4097	56066	Tans Inc	-	0/2
4098	56066	Logmein, Inc.	0/1	0/1
4099	56066	Ned Davis Research, Inc.	-	0/2
4100	56066	Eqhealth Solutions	1/2	-
4101	56066	Jawid Inc. D/B/A Charcoal Kabob	-	0/2
4102	56066	Marinepolis Usa, Inc.	-	0/2
4103	56066	Arrowminds Inc	0/2	-
4104	56066	High Rise Fire Protection Corp.	0/1	1/1
4105	56066	Reval.Com	-	0/2
4106	56066	Acronis, Inc.	0/1	0/1
4107	56066	Spatial Business Systems, Inc.	0/1	0/1
4108	56066	Soliant Consulting, Inc.	0/2	-
4109	56066	Aramark Healthcare Support Services Llc	0/2	-
4110	56066	Art Consulting Llc	0/2	-
4111	56066	Optimiscorp	0/2	-
4112	56066	Prime Circle Technologies, Inc.	0/1	0/1
4113	56066	Pray Services, Llc	1/2	-
4114	56066	Critech Research, Inc.	0/2	-
4115	56066	Allsoft Technologies, Inc.	0/1	0/1
4116	56066	Jasstek, Inc.	1/2	-
4117	56066	Erp Center	0/1	0/1
4118	56066	Golden Partner Global Investment Inc.	-	1/2
4119	56066	Brightscope, Inc.	0/1	0/1
4120	56066	Ewise Systems Usa, Inc.	0/2	-
4121	56066	Seven Networks, Inc.	0/2	-
4122	56066	Tachys, Inc.	0/1	1/1
4123	56066	Apn Consulting Inc.	0/2	-
4124	56066	Kang Long Usa Corporation	0/2	-
4125	56066	Yantrik, Inc	0/2	-
4126	56066	Vistronix, Inc.	-	0/2
4127	56066	Markov Processes International, Llc.	0/1	0/1
4128	56066	Mgm Grand Hotel, Llc	0/2	-
4129	56066	Shafa Investment Group Llc	-	0/2
4130	56066	Trend Software, Inc.	0/1	0/1
4131	56066	Indrasoft, Inc.	1/2	-
4132	56066	Shivom Technology, Inc.	0/2	-
4133	56066	Epipro, Llc	0/1	0/1
4134	56066	Advanced Systems Design, Inc.	0/2	-
4135	56066	Comsoft Technologies, Llc	0/2	-
4136	56066	Concept Solutions, Llc	0/2	-
4137	56066	Idera Inc.	0/1	0/1
4138	56066	Intellimedia Networks, Inc.	0/2	-
4139	56066	Web Spiders, Inc.	1/2	-
4140	56066	Xlsoft Corporation	0/2	-
4141	56066	Boston - Softdesign	0/1	0/1
4142	56066	Creative Solutions Consulting, Inc.	0/2	-
4143	56066	Mytecsoft, Inc.	0/1	0/1
4144	56066	Telligen	0/2	-
4145	56066	Chateaux Software	0/2	-
4146	56066	Gridco, Inc.	0/2	-
4147	56066	Clearedge3d, Inc.	0/2	-
4148	56066	Enlightened Homes Llc	0/1	0/1
4149	56066	Info Targets Llc	-	2/2
4150	56066	Infosense Inc	0/1	0/1
4151	56066	Bio-Tree Systems, Inc.	0/2	-
4152	56066	Benu Networks, Inc.	0/2	-
4153	56066	Nexenta Systems, Inc.	0/1	0/1
4154	56066	Empower Software Solutions	0/2	-
4155	56066	Sunrise Hospitality, Inc.	0/2	-
4156	56066	Fastrak Softworks, Inc.	0/2	-
4157	56066	Systems Engineering Technologies Corporation	0/2	-
4158	56066	Peoplentech, Llc.	0/2	-
4159	56066	Iracing.Com Motorsport Simulations, Llc	0/1	0/1
4160	56066	Textplus, Inc.	0/1	0/1
4161	56066	Seneca Global Inc	0/2	-
4162	56066	Gts, Inc.	0/2	-
4163	56066	Sencha, Inc.	0/2	-
4164	56066	Ecova, Inc.	0/2	-
4165	56066	Insigma Us, Inc.	0/2	-
4166	56066	Technical Resources International, Inc.	0/1	0/1
4167	56066	Srt It Incorporated	-	1/2
4168	56066	Bicitis Group, Inc.	0/2	-
4169	56066	Scalar Usa, Inc.	0/2	-
4170	56066	Jit Resources Llc	-	0/2
4171	56066	Novasparks, Inc.	0/1	0/1
4172	56066	Prosperoware Llc	0/2	-
4173	56066	Pandera Systems Pllc	0/2	-
4174	56066	Blue Coat Systems Inc.	0/1	0/1
4175	56066	Mol Information Technology America Inc.	0/1	1/1
4176	56066	Systems Software Solutions, Inc	0/2	-
4177	56066	Leverx, Inc.	0/2	-
4178	56066	Sbmg Llc	0/2	-
4179	56066	Lmk Resources Inc.	0/1	1/1
4180	56066	Icare.Com Llc	1/2	-
4181	56066	Elizabeth Palmiter Recruiting, Inc.	0/1	1/1
4182	56066	Classic System Solutions, Inc.	0/2	-
4183	56066	Patti Engineering	-	0/2
4184	56066	Tkle, Inc. Dba Larry's Pizza Of Arkansas	-	0/2
4185	56066	Jolly Tinker, Inc.	0/2	-
4186	56066	Dckap Inc.	0/2	-
4187	56066	Sainergy Incorporated	-	0/2
4188	56066	Crossview, Inc.	0/1	0/1
4189	56066	Sahajanand Donuts Llc	0/2	-
4190	56066	Savvy Consulting, Llc	0/2	-
4191	56066	Mantis Technology Group Inc.	0/2	-
4192	56066	Api Inc.	0/2	-
4193	56066	Esgee Technologies Inc.	0/2	-
4194	56066	Oakwood Software Insurance Solutions, Llc	0/1	0/1
4195	56066	Inetxperts Corp Dba Get Real Health	-	0/2
4196	56066	Consilium1	0/1	0/1
4197	56066	Kmd Hospitality Management Llc	0/2	-
4198	56066	Ecommerce Industries, Inc.	0/2	-
4199	56066	Fugen It Solutions Inc	0/2	-
4200	56066	Recommind, Inc.	-	0/2
4201	56066	Findica, Inc.	0/2	-
4202	56066	Psa Realty Corp.	0/2	-
4203	56066	Vuecare Media, Llc	0/2	-
4204	56066	Ram Compu Creations Inc.	1/2	-
4205	56066	Sri Systems Inc	0/1	1/1
4206	56066	Red Ginger Chinese Restaurant, Inc.	0/2	-
4207	56066	Gnet Group, Llc	0/1	0/1
4208	56066	Aligned Development Strategies, Inc	1/2	-
4209	56066	Allen Systems Group, Inc.	0/1	0/1
4210	56066	On Air Solutions, Inc.	0/2	-
4211	56066	C-Systems Software, Inc.	0/2	-
4212	56066	Coordinates Operations Llc	0/2	-
4213	56066	Taste Of India	-	0/2
4214	56066	Mindjet Llc	0/2	-
4215	56066	Kapsch Trafficcom Ivhs Inc.	0/2	-
4216	56066	Metric - X, Llc	0/2	-
4217	56066	Vensoft Inc	0/1	0/1
4218	56066	Systems Integration & Development, Inc.	0/1	0/1
4219	56066	3dna Corp.	1/2	-
4220	56066	Noble Technologies Corporation	0/1	0/1
4221	56066	Beyondtrust Corporation	0/2	-
4222	56066	Hanbai,Inc.	-	0/2
4223	56066	Inventit Solutions Inc.	1/2	-
4224	56066	Opower, Inc.	1/1	0/1
4225	56066	New World Travel, Inc.	-	0/2
4226	56066	Uievolution, Inc.	-	0/2
4227	56066	Omniupdate, Inc.	0/2	-
4228	56066	Wear Abouts Apparel Inc.	0/2	-
4229	56066	Lil Italian Cafe Inc	-	0/2
4230	56066	Golden Donuts, Llc	0/2	-
4231	56066	Crossfire Consulting Corporation	0/2	-
4232	56066	Centroid Partners Llc	0/2	-
4233	56066	Vedic Soft Solutions Inc	-	2/2
4234	56066	Variq Corporation	0/2	-
4235	56066	Spectrum Technologies, Inc.	0/1	0/1
4236	56066	Techizen, Inc.	0/1	0/1
4237	56066	Casi Group Inc	0/2	-
4238	56066	S-Bro International, Inc	-	0/2
4239	56066	Neocol Inc.	0/2	-
4240	56066	Internet Testing Systems, Llc	0/2	-
4241	56066	Anup Inc.	1/2	-
4242	56066	Usa Corporate Services, Inc.	0/2	-
4243	56066	Essex Management, Llc	0/2	-
4244	56066	Vinny's Italian Grill & Pizzeria	-	0/2
4245	56066	A & D Hotels Llc	0/2	-
4246	56066	Ib Technology Solutions Inc.	-	0/2
4247	56066	Sysofni Solutions, Inc	0/2	-
4248	56066	Csoft Technologies, Lp	1/2	-
4249	56066	Cokinetic Systems Corp.	0/2	-
4250	56066	Hansen Icc Llc	0/2	-
4251	84265	Pace Americas, Inc.	-	0/1
4252	84265	Information Gateways, Inc.	0/1	-
4253	84265	Tejas Technologies Inc	0/1	-
4254	84265	Gearbox Software	-	0/1
4255	84265	Tridea Partners Llc	-	0/1
4256	84265	Planned Systems International, Inc.	-	0/1
4257	84265	Redmon Group Inc	0/1	-
4258	84265	Vizrt, Inc.	-	0/1
4259	84265	Prometheus Research, Llc	0/1	-
4260	84265	Stanford Techology Partners Inc.	0/1	-
4261	84265	S&H Business Management, Inc.	-	1/1
4262	84265	My Ciright, Inc.	0/1	-
4263	84265	Global Tech & Resources, Inc.	0/1	-
4264	84265	American Cadastre Llc	-	1/1
4265	84265	Blink Consulting, Inc.	-	1/1
4266	84265	Guidancetek, Inc.	-	1/1
4267	84265	Preeminent Solutions, Inc.	0/1	-
4268	84265	Cyber Technology Group, Inc.	0/1	-
4269	84265	Cellular Direct Incorporated	-	0/1
4270	84265	Infragistics, Inc.	0/1	-
4271	84265	Apigee Corporation	0/1	-
4272	84265	Agistix, Inc.	0/1	-
4273	84265	Crunchtime! Information Systems, Inc.	0/1	-
4274	84265	Chickpea	-	1/1
4275	84265	Cryptic Studios, Inc.	0/1	-
4276	84265	Kdfmc	-	1/1
4277	84265	Intellisist, Inc. Dba Spoken Communications	-	0/1
4278	84265	Vivantech, Inc.	0/1	-
4279	84265	Ponte Vecchio Of Danvers	-	1/1
4280	84265	Jbc Software & Consulting, L.L.C.	0/1	-
4281	84265	Future Technology Associates, Llc	0/1	-
4282	84265	Shellsoft, Inc.	0/1	-
4283	84265	Ghar-E-Kabab Llc	-	1/1
4284	84265	Hyundai Information Service North America Llc	-	1/1
4285	84265	Ram Infotek Inc	0/1	-
4286	84265	Wherescape Usa, Inc.	0/1	-
4287	84265	Mbira Technologies, Llc	0/1	-
4288	84265	Cinetic Media Llc	0/1	-
4289	84265	Ferry Farm Pizzeria, Inc.	-	0/1
4290	84265	Like In France Cafe, Inc.	-	0/1
4291	84265	Interlink Network Systems	0/1	-
4292	84265	Supna Technologies Corporation	-	0/1
4293	84265	Badgeville, Inc.	0/1	-
4294	84265	Aner Group, Inc.	0/1	-
4295	84265	Met Ii Hotel, Llc	0/1	-
4296	84265	Hospitality Ventures Management, Llc	1/1	-
4297	84265	Mophie Llc	-	1/1
4298	84265	Touchtone Corporation	-	0/1
4299	84265	B Ventures Usa Llc	-	0/1
4300	84265	Time Space, Inc	-	0/1
4301	84265	Datavision Technologies, Inc.	0/1	-
4302	84265	Agora Group, Inc.	-	1/1
4303	84265	Interface Masters Technologies, Inc.	0/1	-
4304	84265	Data Softech Inc.	0/1	-
4305	84265	Pfs, Inc.	-	0/1
4306	84265	Info724 Ltd	0/1	-
4307	84265	Sourcemedical	0/1	-
4308	84265	Kroll Ontrack, Inc.	0/1	-
4309	84265	Continuous Control Solutions, Llc	-	0/1
4310	84265	Skytech Solutions Llc	0/1	-
4311	84265	2wire, Inc.	0/1	-
4312	84265	Inverra, Inc.	0/1	-
4313	84265	Med It Associates, Llc	0/1	-
4314	84265	G2 Technologies Inc.	0/1	-
4315	84265	Cinemat, Inc.	-	0/1
4316	84265	Sungard Consulting Services Llc	-	1/1
4317	84265	Lers Ros, Inc.	-	0/1
4318	84265	Sukhmani Corp Dba Worldnet Consulting Services	0/1	-
4319	84265	Dimension Systems, Inc.	0/1	-
4320	84265	Redysoft Inc	0/1	-
4321	84265	Schakra, Inc.	0/1	-
4322	84265	Nenix Corporation	-	0/1
4323	84265	Iovista, Inc.	0/1	-
4324	84265	Sk Infotech Llc	0/1	-
4325	84265	Datamine Internet Marketing Solutions, Inc.	-	0/1
4326	84265	Hong Kong Noodle Restaurant Inc	-	0/1
4327	84265	Miria Systems, Inc.	0/1	-
4328	84265	Dataform Software Inc.	0/1	-
4329	84265	B.C.D. Tofu House, Inc.	-	0/1
4330	84265	Verge It	0/1	-
4331	84265	Sandata Technologies Llc	-	0/1
4332	84265	Pinkerton Consulting &Investigations	-	0/1
4333	84265	Zebra-Net Inc., Llc	-	0/1
